ID_особи,Пол,Порода,Дата_Рождения,Родитель_папа,Родитель_мама,Удой л/день,Упитанность,Коэффициент инбридинга (F),Прирост веса кг/день,Здоровье (1-10),Фертильность (%),Генетическая ценность (баллы)
6064,Самец,Швицкая,2018-07-13,5930,8355,"38,79862042",3,"0,06",,5,79,85
6065,Самец,Герефорд,2021-06-10,7611,5124,"25,2636148",4,"0,07",,7,83,81
6066,Самец,Айрширская,2019-07-16,8889,3417,"20,67213483",3,"0,02",,5,75,85
6067,Самка,Голштинская,2021-05-13,7240,6152,,4,"0,08",,8,,95
6068,Самка,Голштинская,2019-06-03,2318,8116,,4,"0,14",,6,77,91
6069,Самец,Швицкая,2021-06-22,1483,5928,"24,22031356",2,"0,1","1,13",6,,74
6070,Самка,Швицкая,2023-05-18,7318,8975,,3,"0,01","1,4",6,93,92
6071,Самец,Голштинская,2023-04-01,0481,2634,"35,00900081",4,"0,16",,8,,74
6072,Самец,Айрширская,2018-03-06,6450,1201,,3,"0,13","1,17",10,88,75
6073,Самец,Симентальская,2019-08-13,1123,5147,"35,09482808",4,"0,07",,9,,70
6074,Самка,Голштинская,2018-10-19,8860,2804,,3,"0,12","1,28",10,,87
6075,Самка,Айрширская,2019-08-17,6060,6256,"22,66574832",3,"0,13",,5,,94
6076,Самка,Голштинская,2020-12-26,8014,6499,,4,"0,2",,5,76,77
6077,Самка,Голштинская,2022-06-25,5493,9852,,4,"0,09",,8,94,90
6078,Самец,Симентальская,2019-09-20,1083,8918,"39,96677897",4,"0,13","0,94",7,,70
6079,Самец,Симентальская,2023-05-15,1764,8824,,2,"0,12",,5,,76
6080,Самец,Голштинская,2021-11-03,9266,2221,"26,00061943",5,"0,11","0,84",10,77,80
6081,Самка,Голштинская,2023-07-10,2173,9406,"29,22313552",3,"0,11",,10,85,76
6082,Самец,Герефорд,2020-08-13,0964,3019,,4,"0,18","1,47",10,,78
6083,Самец,Айрширская,2021-05-01,4375,2832,,4,"0,06","1,17",6,78,74
6084,Самка,Голштинская,2018-05-06,7965,0076,"35,98487416",4,"0,12",,8,86,80
6085,Самка,Голштинская,2020-02-22,4318,2390,"27,55393292",4,"0,01","0,9",10,88,74
6086,Самец,Голштинская,2021-11-20,5457,6063,,3,"0,06",,7,,74
6087,Самка,Голштинская,2019-06-10,1036,5526,,3,"0,15",,6,,77
6088,Самец,Айрширская,2020-09-19,7553,7015,,4,"0,06",,5,,72
6089,Самка,Симентальская,2023-08-19,6469,7447,,4,"0,05",,7,88,76
6090,Самка,Герефорд,2022-08-08,9836,4289,"34,37468578",4,"0,08",,5,,85
6091,Самка,Голштинская,2019-10-20,4794,4600,,4,"0,09","0,96",6,90,74
6092,Самка,Айрширская,2020-10-11,3268,7099,"22,62351018",4,"0,02",,10,,72
6093,Самка,Симентальская,2019-02-06,3478,0105,,4,"0,1",,9,90,86
6094,Самец,Швицкая,2020-02-06,9387,8038,,5,"0,04",,8,80,79
6095,Самец,Герефорд,2022-04-19,5938,4460,,4,"0,1","0,85",9,,75
6096,Самец,Айрширская,2019-06-19,1115,1627,,3,"0,06",,5,89,75
6097,Самка,Голштинская,2018-01-14,4051,3005,,3,"0,18","1,12",9,,88
6098,Самка,Герефорд,2023-04-13,6628,1842,,4,"0,07",,8,,82
6099,Самец,Герефорд,2023-09-02,3187,6545,"34,21465993",2,"0,02",,7,87,88
6100,Самец,Швицкая,2021-10-09,6490,9932,,5,"0,03","1,5",5,,71
6101,Самка,Айрширская,2019-08-27,3377,4488,"25,10261025",4,"0,07","1,04",8,,90
6102,Самец,Симентальская,2019-05-17,7929,1678,"37,98952787",2,"0,18","1,32",7,86,86
6103,Самка,Айрширская,2022-02-27,8926,1290,,3,"0,06","0,99",7,92,84
6104,Самец,Швицкая,2020-07-10,7187,4155,"30,51300494",3,"0,17",,7,,95
6105,Самка,Герефорд,2020-06-07,2638,5267,,2,"0,02","1,32",6,86,95
6106,Самец,Симентальская,2022-11-26,6685,8459,"28,47844167",3,"0,08",,10,,90
6107,Самка,Швицкая,2020-07-08,7086,9677,"35,46613195",4,"0,2","0,89",5,79,92
6108,Самец,Герефорд,2022-07-05,4610,7259,,4,"0,19",,8,84,76
6109,Самец,Швицкая,2019-07-08,5092,1581,,4,"0,1","1,11",6,89,70
6110,Самка,Симентальская,2021-12-15,6975,3686,,3,"0,18",,7,,84
6111,Самка,Симентальская,2018-03-25,4759,0178,"27,56438324",4,"0,07","1,32",8,,91
6112,Самка,Голштинская,2018-12-12,8265,4508,"34,09236082",4,"0,06","1,48",6,95,86
6113,Самка,Айрширская,2022-05-23,2051,7350,"35,64953208",4,"0,02","1,36",9,84,87
6114,Самец,Швицкая,2023-05-16,5926,7129,"26,35614415",3,"0,04","1,29",6,92,84
6115,Самка,Голштинская,2020-03-23,9789,8276,,4,"0,04","1,02",5,77,77
6116,Самка,Голштинская,2020-12-01,1705,4098,,3,"0,05",,6,83,88
6117,Самец,Айрширская,2018-08-22,2510,8037,,4,"0,11","1,46",7,89,82
6118,Самка,Швицкая,2023-09-16,1122,4240,"27,65562685",3,"0,18","0,89",7,93,78
6119,Самка,Симентальская,2019-08-06,1292,6684,"27,45333947",5,"0,09","1,47",6,,73
6120,Самка,Герефорд,2020-04-27,7100,9826,"21,33611224",4,"0,04","0,95",10,91,93
6121,Самец,Голштинская,2023-10-12,9375,6820,,5,"0,02",,9,,88
6122,Самка,Швицкая,2021-03-27,1124,3125,,4,"0,12",,8,,86
6123,Самец,Швицкая,2021-03-05,2212,9270,"23,76059345",5,"0,12",,5,75,92
6124,Самец,Айрширская,2018-02-26,5255,5726,,4,"0,03",,6,,87
6125,Самка,Герефорд,2022-03-05,3299,2463,"24,7628261",4,"0,2","1,34",10,78,93
6126,Самец,Герефорд,2020-05-25,1487,7191,"32,66187934",5,"0,07","1,26",6,,95
6127,Самец,Герефорд,2022-04-05,7246,8729,,4,"0,04","0,89",5,84,77
6128,Самец,Герефорд,2019-06-21,7868,5703,"31,34185146",3,"0,11",,5,95,73
6129,Самец,Айрширская,2020-03-08,3439,5401,,4,"0,19","0,89",9,89,72
6130,Самец,Герефорд,2021-08-06,9313,0567,"39,0521775",4,"0,01",,7,89,87
6131,Самец,Герефорд,2021-10-10,1336,8684,"22,71286661",3,"0,13","1,42",9,,80
6132,Самка,Швицкая,2019-04-24,0648,7439,,4,"0,02","1,05",6,95,95
6133,Самец,Симентальская,2018-08-24,4088,1759,,3,"0,07","1,12",10,94,86
6134,Самка,Симентальская,2023-03-21,6904,2310,"35,91145179",5,"0,1","0,9",10,,80
6135,Самка,Айрширская,2020-05-11,2677,6232,"22,66645484",3,"0,17","1,19",5,,81
6136,Самец,Симентальская,2018-07-13,6727,9935,"25,55492032",4,"0,07",,8,,72
6137,Самец,Швицкая,2019-09-26,2462,0657,,2,"0,02","0,86",10,75,70
6138,Самка,Голштинская,2018-05-08,7257,1652,"32,1618046",4,"0,19",,8,78,76
6139,Самец,Голштинская,2019-12-18,3628,4987,,3,"0,06","1,42",10,90,74
6140,Самка,Голштинская,2020-03-18,0550,4420,,3,"0,1",,10,90,80
6141,Самец,Швицкая,2021-03-10,0935,1473,"24,11247023",5,"0,14","1,46",10,91,95
6142,Самец,Айрширская,2022-03-01,1812,0131,"27,17798877",3,"0,04","1,31",9,,72
6143,Самец,Симентальская,2020-08-13,3360,7645,"21,45187953",5,"0,17",,8,,91
6144,Самец,Симентальская,2018-06-07,0766,0660,,5,"0,19","1,39",8,,89
6145,Самец,Айрширская,2021-06-24,1205,3818,"26,64238836",2,"0,18",,10,,92
6146,Самец,Симентальская,2018-05-12,0586,1711,,4,"0,04",,10,92,74
6147,Самец,Голштинская,2021-11-17,3930,1881,,4,"0,11","1,01",9,89,78
6148,Самец,Герефорд,2022-12-14,7477,9604,,4,"0,13","1,04",9,75,84
6149,Самец,Герефорд,2019-09-05,4446,8586,,4,"0,11","0,95",7,,87
6150,Самка,Симентальская,2018-09-22,5704,1850,,2,"0,05","0,97",7,,79
6151,Самец,Швицкая,2020-02-20,3781,2573,"33,60006217",4,"0,15","1,21",5,,71
6152,Самец,Голштинская,2020-05-19,7208,9103,"26,00894996",3,"0,04","1,41",10,,83
6153,Самец,Герефорд,2022-03-04,4848,3941,,3,"0,09",,8,76,90
6154,Самка,Швицкая,2022-12-25,9788,7739,,4,"0,03","1,43",8,,77
6155,Самец,Айрширская,2022-08-12,9223,3903,"32,17971638",4,"0,16","1,12",8,,80
6156,Самец,Голштинская,2018-10-06,7630,5266,"29,76460198",3,"0,1",,5,87,87
6157,Самка,Айрширская,2023-10-15,4216,0038,"25,61955228",3,"0,06",,7,,88
6158,Самка,Симентальская,2018-05-09,0031,0266,"36,70776783",5,"0,09","0,92",6,77,71
6159,Самец,Швицкая,2019-04-27,4621,0094,,3,"0,05","0,88",7,76,75
6160,Самка,Симентальская,2020-05-23,3240,0360,,4,"0,08","0,93",9,93,73
6161,Самка,Айрширская,2023-02-08,2700,2764,,5,"0,19","1,4",6,84,87
6162,Самец,Симентальская,2019-11-04,0228,0534,,3,"0,1","1,38",5,95,84
6163,Самец,Швицкая,2023-12-10,4839,7738,,3,"0,09","1,27",6,,92
6164,Самка,Швицкая,2018-01-22,3265,9181,,4,"0,09",,8,,82
6165,Самка,Симентальская,2018-10-03,5116,9536,,3,"0,04",,8,77,92
6166,Самец,Швицкая,2023-04-10,2266,3878,,2,"0,1",,5,92,78
6167,Самец,Швицкая,2021-06-08,5951,7049,"22,65278982",3,"0,07","1,13",9,83,81
6168,Самка,Герефорд,2022-10-01,4484,3639,"28,54727776",4,"0,14","1,34",7,,79
6169,Самец,Швицкая,2018-06-09,3779,5102,,2,"0,06",,6,77,87
6170,Самка,Симентальская,2023-02-04,6172,2023,,4,"0,06",,7,,95
6171,Самец,Симентальская,2018-11-11,0633,5085,"37,50727152",4,"0,12","1,13",8,,82
6172,Самец,Голштинская,2021-02-08,2509,1064,"37,59322743",4,"0,03",,5,,75
6173,Самец,Айрширская,2021-11-20,5914,6341,"24,30158295",4,"0,16","0,92",8,,94
6174,Самка,Швицкая,2018-10-02,5810,8327,"28,24225372",5,"0,12","1,15",10,89,87
6175,Самец,Швицкая,2018-09-09,4145,3728,"34,19477257",2,"0,09","1,04",10,88,84
6176,Самец,Голштинская,2021-01-24,3041,1446,"36,15852505",4,"0,05","1,28",8,81,88
6177,Самка,Симентальская,2018-11-19,2783,1844,,4,"0,2","0,93",5,78,89
6178,Самец,Айрширская,2022-02-14,2986,8246,"37,50738101",4,"0,19",,9,85,74
6179,Самка,Швицкая,2019-02-13,4099,3205,"37,79455702",4,"0,06",,10,95,95
6180,Самец,Айрширская,2020-12-27,7644,8943,,4,"0,1","0,9",5,,82
6181,Самец,Симентальская,2023-05-21,5992,8991,"31,17404702",4,"0,11","1,34",7,,89
6182,Самка,Швицкая,2023-03-17,4947,0322,"34,20794355",3,"0,02",,9,91,95
6183,Самец,Швицкая,2020-06-12,4898,3129,"29,64597029",4,"0,08",,8,,75
6184,Самец,Голштинская,2023-08-21,3713,4391,,2,"0,19","0,97",9,89,75
6185,Самка,Герефорд,2022-10-03,0969,0847,"29,27725559",4,"0,16",,7,,91
6186,Самка,Голштинская,2018-07-25,1797,2274,,3,"0,06",,9,,89
6187,Самка,Симентальская,2021-02-18,6216,3804,,4,"0,13","0,91",10,,83
6188,Самка,Швицкая,2021-09-12,4849,9579,,4,"0,17","1,17",5,,79
6189,Самец,Симентальская,2023-07-16,1909,5190,,2,"0,19",,5,78,95
6190,Самка,Айрширская,2023-11-13,2123,7654,,4,"0,15","1,36",8,92,92
6191,Самка,Герефорд,2022-03-15,6789,9334,"37,07041829",4,"0,08",,8,90,88
6192,Самка,Герефорд,2022-04-21,6652,9324,,4,"0,09","1,17",6,,81
6193,Самец,Швицкая,2022-03-13,7687,7775,"32,94455641",3,"0,02",,6,92,87
6194,Самка,Айрширская,2021-12-03,2527,1292,"28,63031011",3,"0,19",,9,,76
6195,Самец,Симентальская,2019-03-23,2760,7489,,4,"0,02",,7,95,80
6196,Самец,Симентальская,2022-08-27,5802,8958,,5,"0,2",,8,83,72
6197,Самка,Айрширская,2022-02-07,4817,2678,"36,87494773",3,"0,03",,5,,70
6198,Самка,Швицкая,2019-01-13,3695,1137,"21,9956163",4,"0,07",,10,,83
6199,Самка,Айрширская,2018-10-01,5809,7609,"39,04332096",4,"0,04","1,21",9,,74
6200,Самка,Айрширская,2018-06-01,6232,5721,,4,"0,13",,10,,73
6201,Самка,Швицкая,2020-08-17,2106,1859,"26,47031487",2,"0,05",,6,,78
6202,Самец,Голштинская,2021-12-26,6128,9259,"23,93773355",4,"0,01",,9,83,84
6203,Самец,Айрширская,2019-02-17,4576,7456,,3,"0,11","1,01",10,,76
6204,Самка,Айрширская,2021-08-17,2981,9851,"39,58791801",3,"0,09","0,89",9,85,81
6205,Самка,Голштинская,2022-07-20,9645,4491,"20,75687132",4,"0,18","1,17",9,,91
6206,Самка,Айрширская,2021-09-12,5042,8768,,4,"0,15",,10,86,90
6207,Самка,Голштинская,2018-05-02,0718,4567,,3,"0,06",,10,90,89
6208,Самец,Швицкая,2020-12-11,8055,0137,"24,95197278",2,"0,13","1,22",8,,82
6209,Самка,Швицкая,2022-11-14,2166,9834,,3,"0,09",,5,76,73
6210,Самка,Герефорд,2019-09-20,7056,4553,,2,"0,17",,6,,81
6211,Самец,Голштинская,2023-12-20,6823,2236,"38,66497433",5,"0,07","1,04",8,93,75
6212,Самка,Герефорд,2020-11-01,6781,9986,,4,"0,13",,9,86,90
6213,Самка,Герефорд,2021-12-24,9916,2867,,2,"0,02",,8,78,88
6214,Самец,Голштинская,2018-08-01,9219,1202,,3,"0,13",,5,82,87
6215,Самка,Голштинская,2021-01-02,5454,9485,"32,09805877",3,"0,06",,6,,76
6216,Самец,Швицкая,2022-03-15,8175,4520,,4,"0,06","1,22",7,81,71
6217,Самец,Герефорд,2022-05-16,0406,5823,"36,70851572",4,"0,03","1,3",9,,87
6218,Самка,Герефорд,2019-01-16,2641,2590,"28,62575758",4,"0,05",,5,,80
6219,Самец,Швицкая,2022-07-22,0786,9886,,4,"0,15",,7,83,93
6220,Самец,Голштинская,2022-06-23,2794,5690,,4,"0,16",,8,95,95
6221,Самка,Герефорд,2020-10-05,3552,0006,"20,17019543",4,"0,17",,8,,74
6222,Самец,Голштинская,2023-07-14,8434,6492,"33,90433705",4,"0,12",,7,,80
6223,Самка,Швицкая,2021-04-14,7034,5274,,4,"0,04",,6,94,83
6224,Самец,Герефорд,2018-08-02,8989,1548,,3,"0,02",,6,,73
6225,Самка,Швицкая,2023-05-07,9967,9434,,3,"0,16",,5,,88
6226,Самец,Герефорд,2020-04-27,1269,0545,"22,43111109",3,"0,05","1,18",6,,82
6227,Самка,Герефорд,2019-02-03,4387,7537,,5,"0,05",,5,92,92
6228,Самец,Айрширская,2022-08-26,8649,0412,,3,"0,13",,7,,70
6229,Самец,Айрширская,2020-12-08,9790,0161,,4,"0,13",,7,,74
6230,Самка,Айрширская,2019-12-24,1600,0861,,3,"0,17","1,41",8,78,89
6231,Самец,Айрширская,2019-06-09,6490,2821,"31,62899211",2,"0,08","0,81",5,76,70
6232,Самец,Герефорд,2018-02-04,0030,2205,,4,"0,03","1,26",9,,80
6233,Самец,Симентальская,2023-06-14,5370,7726,,4,"0,16",,7,,84
6234,Самка,Айрширская,2021-07-23,4263,6762,,5,"0,13",,5,81,91
6235,Самка,Герефорд,2021-01-21,7111,2742,,3,"0,02",,6,,86
6236,Самец,Айрширская,2022-06-25,6734,0373,"25,82612232",3,"0,13",,6,,78
6237,Самец,Симентальская,2020-04-26,3926,3390,"25,31071823",4,"0,07",,9,,73
6238,Самка,Айрширская,2020-03-11,3120,3943,"35,48989756",2,"0,15","1,37",10,82,91
6239,Самка,Герефорд,2018-06-18,6801,4847,"33,64573795",3,"0,05","1,21",7,,94
6240,Самка,Герефорд,2018-09-20,1859,7601,"26,47861604",4,"0,1",,6,,81
6241,Самка,Герефорд,2018-09-18,5488,2213,,4,"0,02",,8,,71
6242,Самка,Симентальская,2023-03-10,7015,5692,,5,"0,04","1,02",7,,90
6243,Самка,Голштинская,2019-11-17,3203,0563,"27,3512481",3,"0,08",,6,79,93
6244,Самец,Голштинская,2020-05-21,7763,1738,"36,75213411",3,"0,19","1,24",6,79,91
6245,Самка,Герефорд,2019-09-06,7752,8159,"27,44363243",3,"0,05","0,95",9,,77
6246,Самка,Айрширская,2019-07-06,2167,7561,"21,6977562",5,"0,03","1,08",7,,92
6247,Самец,Айрширская,2022-01-21,8047,5045,,4,"0,15","0,87",9,93,89
6248,Самка,Голштинская,2021-02-04,7290,5688,"26,1813345",4,"0,05",,9,91,79
6249,Самец,Голштинская,2023-12-07,0231,7100,"26,68009088",4,"0,07","1,49",5,79,90
6250,Самец,Герефорд,2021-10-08,1959,7603,,2,"0,02","1,38",10,84,74
6251,Самка,Герефорд,2021-12-24,1325,9627,"30,09976488",4,"0,19",,6,91,76
6252,Самка,Айрширская,2023-07-19,8574,5736,"37,63781225",3,"0,07",,9,,79
6253,Самка,Айрширская,2023-06-26,0126,8369,,4,"0,05","1,15",8,77,86
6254,Самка,Голштинская,2019-09-12,3380,0917,,4,"0,2",,5,82,90
6255,Самец,Айрширская,2021-05-27,9077,6183,"35,2215616",4,"0,1",,7,85,76
6256,Самец,Айрширская,2021-11-01,4792,4856,,4,"0,15","0,95",10,87,85
6257,Самка,Голштинская,2023-12-28,5546,7343,,4,"0,06","1,44",6,,76
6258,Самец,Айрширская,2023-12-03,3176,3079,"23,11100058",4,"0,07",,5,,81
6259,Самец,Голштинская,2018-04-24,5957,2916,,4,"0,03","1,2",9,,92
6260,Самец,Герефорд,2018-10-06,0049,6455,,4,"0,2",,7,,82
6261,Самка,Герефорд,2022-05-20,6299,4940,,4,"0,2",,7,,72
6262,Самец,Голштинская,2022-06-08,0466,0998,,2,"0,12",,5,84,74
6263,Самец,Симентальская,2018-07-08,5643,9931,"37,13135732",4,"0,06",,7,,77
6264,Самка,Швицкая,2018-06-27,5044,0950,"22,37374438",3,"0,1","0,8",8,93,77
6265,Самка,Голштинская,2022-06-10,3264,6669,"30,17058853",4,"0,13","0,87",10,,73
6266,Самка,Герефорд,2018-04-16,1321,0870,"32,36127293",4,"0,16","1,48",5,,82
6267,Самка,Симентальская,2018-07-10,6061,4652,"29,35442563",2,"0,06",,8,,87
6268,Самка,Симентальская,2023-10-15,3408,4609,,4,"0,04",,8,,84
6269,Самка,Симентальская,2022-06-17,8890,7278,,4,"0,1","1,41",7,,75
6270,Самка,Швицкая,2020-12-03,7255,8393,"32,88143261",3,"0,15","1,5",10,75,86
6271,Самка,Швицкая,2023-11-12,8538,9675,"24,47538392",4,"0,09",,5,87,81
6272,Самец,Айрширская,2020-03-18,1368,1088,"23,16254717",4,"0,08","1,17",7,,73
6273,Самка,Голштинская,2022-11-05,9309,0276,,3,"0,15",,8,,90
6274,Самец,Швицкая,2023-09-27,5872,0357,"36,22793902",4,"0,14","1,36",9,89,78
6275,Самка,Айрширская,2020-11-09,2697,9364,"38,40278317",3,"0,1","0,93",10,94,95
6276,Самец,Швицкая,2021-05-04,8058,7165,"36,55423898",3,"0,02","1,33",6,,95
6277,Самец,Герефорд,2018-03-08,6054,7932,,4,"0,13","0,85",8,,88
6278,Самец,Айрширская,2021-06-03,6014,9361,,4,"0,05","0,97",7,94,72
6279,Самец,Герефорд,2018-06-27,6349,9729,"31,25146988",4,"0,15",,10,85,78
6280,Самец,Симентальская,2020-11-20,7258,4498,,4,"0,07",,9,87,78
6281,Самец,Герефорд,2020-11-23,2129,2837,,4,"0,13",,8,95,80
6282,Самка,Айрширская,2018-01-28,9918,3230,,5,"0,13",,9,86,75
6283,Самец,Швицкая,2022-09-28,5052,4914,"36,43586227",4,"0,16","1,11",5,,95
6284,Самец,Симентальская,2018-01-26,5431,8166,"26,6731434",3,"0,09",,6,,92
6285,Самка,Швицкая,2022-07-17,5992,9346,,3,"0,19","1,12",9,,90
6286,Самка,Швицкая,2022-05-24,0759,7658,"33,06395156",4,"0,16","1,09",6,,74
6287,Самец,Айрширская,2018-10-21,9105,3239,"37,88813364",3,"0,11","0,86",8,92,78
6288,Самец,Голштинская,2022-06-04,7195,9278,,2,"0,02","1,14",7,,89
6289,Самка,Швицкая,2020-02-22,3931,6766,"20,100574",3,"0,19","1,37",10,,84
6290,Самец,Герефорд,2022-03-08,3035,3419,,3,"0,11",,5,,80
6291,Самка,Голштинская,2020-08-24,4862,2695,"25,64030081",4,"0,17",,9,,84
6292,Самка,Голштинская,2018-01-22,9809,7506,,4,"0,07",,10,84,88
6293,Самка,Симентальская,2019-03-17,6900,8904,,3,"0,09",,9,,90
6294,Самка,Голштинская,2020-09-25,0121,8552,,3,"0,11",,7,78,76
6295,Самка,Швицкая,2018-01-24,1210,2687,,4,"0,2",,8,,74
6296,Самец,Айрширская,2021-07-21,5498,0690,,4,"0,1",,5,79,95
6297,Самка,Айрширская,2019-03-08,7054,2490,"37,62069854",3,"0,15","1,33",5,,86
6298,Самка,Голштинская,2022-11-26,1141,8401,,3,"0,18","1,21",5,88,77
6299,Самец,Швицкая,2020-11-22,5224,8595,,3,"0,05","1,29",6,,70
6300,Самец,Голштинская,2021-11-27,2575,3044,"30,20404793",4,"0,07",,5,,71
6301,Самка,Герефорд,2019-11-07,1255,3955,"24,39176348",4,"0,19",,9,,92
6302,Самка,Герефорд,2019-08-15,4045,3713,"29,54584049",4,"0,08",,5,,88
6303,Самка,Голштинская,2019-09-24,5818,9020,,3,"0,02",,8,,88
6304,Самец,Герефорд,2021-05-25,0781,1836,,4,"0,16",,9,,82
6305,Самец,Швицкая,2021-10-14,2386,5396,,2,"0,07",,10,,88
6306,Самка,Герефорд,2019-04-08,3849,0717,,4,"0,11","1,31",8,,90
6307,Самка,Симентальская,2022-02-20,7631,5728,"29,78074392",2,"0,16","0,97",5,84,74
6308,Самец,Герефорд,2019-12-16,9829,0537,"22,71469424",5,"0,07",,10,,82
6309,Самка,Швицкая,2022-06-11,2559,6702,,4,"0,12",,6,91,89
6310,Самец,Швицкая,2023-12-12,6151,2801,,2,"0,11","0,91",10,79,86
6311,Самка,Герефорд,2021-10-06,5614,7078,,3,"0,14","0,86",5,91,80
6312,Самка,Айрширская,2023-07-08,2875,7686,"23,45110026",5,"0,11",,6,85,93
6313,Самка,Айрширская,2020-11-25,4237,3908,,3,"0,12",,5,83,81
6314,Самка,Герефорд,2023-05-11,5548,1193,,4,"0,03",,7,84,73
6315,Самка,Айрширская,2020-07-11,3295,4771,,4,"0,02","0,92",9,95,86
6316,Самка,Герефорд,2021-10-18,5055,0523,,3,"0,15",,10,,80
6317,Самка,Швицкая,2021-11-13,3864,9274,,4,"0,06",,7,,84
6318,Самка,Симентальская,2018-05-28,6696,9670,,3,"0,19","1,17",9,,77
6319,Самка,Голштинская,2022-09-24,0679,5650,"20,58338939",2,"0,14",,9,,85
6320,Самка,Швицкая,2020-04-18,7076,9516,"37,09470488",5,"0,15","0,9",6,,70
6321,Самка,Голштинская,2019-03-09,3998,7725,"24,90133383",4,"0,17",,5,85,74
6322,Самка,Герефорд,2019-12-25,8883,9185,"27,87989144",3,"0,15","0,91",9,80,94
6323,Самец,Голштинская,2018-10-03,8274,3227,"39,69674252",4,"0,06",,10,,91
6324,Самец,Герефорд,2020-09-01,1070,2990,"35,06741388",3,"0,08",,10,,73
6325,Самка,Голштинская,2019-07-24,9729,6495,"24,84262908",3,"0,14","0,81",9,83,87
6326,Самка,Голштинская,2019-09-07,8908,9600,"30,61693836",4,"0,15",,6,92,72
6327,Самка,Голштинская,2022-08-06,6516,2771,"28,60309477",3,"0,2",,5,,82
6328,Самка,Симентальская,2023-03-13,6798,5534,,2,"0,15","1,23",10,81,74
6329,Самец,Симентальская,2019-08-15,9497,1364,,4,"0,13","1,36",10,,86
6330,Самка,Герефорд,2022-01-18,7957,9093,"36,69211635",4,"0,02",,5,,80
6331,Самец,Герефорд,2023-11-22,8318,1079,"23,1623848",4,"0,05",,6,,78
6332,Самка,Голштинская,2020-07-07,2639,2759,"35,38546774",3,"0,16","1,45",10,82,88
6333,Самец,Голштинская,2020-09-16,6679,7526,"31,11871862",3,"0,02","1,24",5,,75
6334,Самец,Швицкая,2018-01-12,5228,2177,"22,64795975",5,"0,14","1,45",5,88,89
6335,Самка,Голштинская,2023-11-15,0974,6105,"29,70944662",2,"0,01","1,48",6,,75
6336,Самец,Герефорд,2019-12-10,7517,4143,"20,36472718",3,"0,13","1,03",7,77,82
6337,Самец,Герефорд,2023-08-26,7910,1392,"27,75722057",3,"0,04",,9,84,87
6338,Самец,Симентальская,2022-06-27,0700,4827,,4,"0,16","1,29",5,84,70
6339,Самец,Айрширская,2018-04-18,2316,1378,,4,"0,12",,10,93,78
6340,Самец,Швицкая,2020-11-18,1241,2100,"27,77090551",5,"0,07","1,17",7,,70
6341,Самка,Симентальская,2020-07-24,1648,0269,,4,"0,09",,6,,86
6342,Самка,Айрширская,2020-08-22,3443,9269,,3,"0,1",,8,95,84
6343,Самец,Швицкая,2019-09-08,9011,2897,,4,"0,18",,7,,70
6344,Самка,Герефорд,2022-07-22,1300,7031,"39,77886688",4,"0,18","1,07",8,,82
6345,Самец,Голштинская,2019-08-21,6318,0434,,4,"0,05","1,35",10,,88
6346,Самец,Герефорд,2020-12-03,0397,4627,,3,"0,15",,6,87,83
6347,Самка,Голштинская,2023-07-09,8850,5918,,4,"0,06",,8,94,91
6348,Самец,Симентальская,2020-09-25,8623,2190,,5,"0,16",,8,,92
6349,Самка,Симентальская,2018-12-13,2326,6684,"23,29241909",4,"0,06","0,82",6,,94
6350,Самка,Симентальская,2019-05-22,3104,9196,,4,"0,19",,6,,73
6351,Самец,Голштинская,2019-01-22,8905,7218,,4,"0,17",,8,,75
6352,Самка,Швицкая,2022-01-14,1379,2804,,2,"0,2",,9,,81
6353,Самка,Герефорд,2023-12-12,9030,2580,,3,"0,13",,7,75,88
6354,Самец,Голштинская,2020-07-21,8111,7896,"24,04375096",4,"0,01","1,2",7,,76
6355,Самка,Симентальская,2023-09-16,5028,3688,"20,81590693",3,"0,18",,9,,78
6356,Самка,Герефорд,2018-08-22,7352,2096,"30,49974642",4,"0,15",,7,90,80
6357,Самка,Айрширская,2019-05-14,3158,0063,"39,0773666",3,"0,19","0,8",5,,91
6358,Самец,Симентальская,2023-10-12,7829,0090,,4,"0,13",,5,77,91
6359,Самец,Голштинская,2019-08-23,7216,3135,"39,31931739",3,"0,02",,10,78,72
6360,Самец,Швицкая,2022-05-15,8803,3308,"20,29458026",4,"0,19","0,86",5,75,71
6361,Самка,Симентальская,2020-01-10,3773,8451,"21,29297232",4,"0,17","1,38",8,76,85
6362,Самец,Голштинская,2020-01-26,3387,5366,"37,14042284",4,"0,12","0,91",6,,90
6363,Самка,Симентальская,2020-03-28,9675,0530,"27,24910282",3,"0,15","1,25",6,,77
6364,Самец,Голштинская,2018-12-13,2122,9386,,4,"0,09",,6,82,80
6365,Самец,Голштинская,2023-02-19,1968,3651,"36,33594129",3,"0,09",,10,90,90
6366,Самка,Симентальская,2022-04-21,5645,9622,"31,56174402",3,"0,11",,9,91,80
6367,Самец,Симентальская,2021-09-24,0878,7542,"39,75908886",4,"0,06",,10,,95
6368,Самка,Голштинская,2021-12-14,2988,3539,,4,"0,16",,7,93,72
6369,Самка,Швицкая,2023-08-17,2309,1722,"20,29572273",4,"0,18",,8,,90
6370,Самец,Герефорд,2022-09-22,0184,9747,,3,"0,13",,7,75,71
6371,Самец,Айрширская,2020-10-23,6529,9774,"29,49519112",3,"0,1","1,39",6,,87
6372,Самка,Симентальская,2020-01-19,3123,1891,"27,4712791",4,"0,18","0,82",8,,73
